cl1,cl2
0.02040816326530612,0.005119791037896331
0.02040816326530612,0.0003950964145000384
0.02040816326530612,0.002727262750090543
0.02040816326530612,0.00023047290845835573
0.02040816326530612,0.0004993579683264374
0.02040816326530612,0.0027382376504933217
0.02040816326530612,0.0006036195221528365
0.02040816326530612,0.0030729721127780766
0.02040816326530612,0.0006310567731597835
0.02040816326530612,7.682430281945191e-05
0.02040816326530612,0.0001755984064444615
0.02040816326530612,0.0007847053787986874
0.02040816326530612,1.0974900402778844e-05
0.02040816326530612,0.00027985996027086053
0.02040816326530612,0.00021401055785418748
0.061224489795918366,0.0322168201323573
0.02040816326530612,0.00152002370578487
0.02040816326530612,0.0004664332671181009
0.02040816326530612,0.0001975482072500192
0.02040816326530612,0.00027437251006947114
0.02040816326530612,0.003929014344194826
0.02040816326530612,0.001349912749541798
0.02040816326530612,8.231175302084134e-05
0.02040816326530612,0.0004664332671181009
0.02040816326530612,0.0004993579683264374
0.02040816326530612,0.00024693525906252403
0.02040816326530612,0.0005871571715486682
0.02040816326530612,0.0004883830679236586
0.02040816326530612,0.0008615296816181393
0.02040816326530612,0.0026284886464655335
0.02040816326530612,0.0008889669326250865
0.02040816326530612,5.487450201389422e-06
0.02040816326530612,0.0008505547812153605
0.02040816326530612,0.0003676591634930913
0.02040816326530612,0.00037863406389587013
0.02040816326530612,0.0005597199205417211
0.02040816326530612,0.00047192071731949034
0.02040816326530612,0.0005487450201389423
0.02040816326530612,0.001624285259611269
0.02040816326530612,3.8412151409725955e-05
0.02040816326530612,0.00010426155382639903
0.02040816326530612,0.0007133685261806249
0.02040816326530612,0.0007243434265834037
0.02040816326530612,0.0009109167334306441
